file_code,group_id,country_code,score
DX1,4,AL,0.75
DX1,4,AT,3.271604938271605
DX1,4,BE,3.3205128205128207
DX1,4,BG,2.888888888888889
DX1,4,CH,2.8472222222222223
DX1,4,CY,1.7272727272727273
DX1,4,CZ,3.255813953488372
DX1,4,DE,1.9824561403508771
DX1,4,DK,2.640625
DX1,4,EE,2.8181818181818183
DX1,4,EL,2.4545454545454546
DX1,4,ES,2.9625
DX1,4,FI,2.5652173913043477
DX1,4,FR,1.9830508474576272
DX1,4,HR,1.318181818181818
DX1,4,HU,0.925925925925926
DX1,4,IE,4.861111111111111
DX1,4,IS,1.08
DX1,4,IT,2.72972972972973
DX1,4,LT,4.15
DX1,4,LU,2.363636363636364
DX1,4,LV,1.2083333333333333
DX1,4,MD,2.0
DX1,4,ME,3.7142857142857144
DX1,4,MK,1.25
DX1,4,MT,1.6428571428571428
DX1,4,NL,3.84
DX1,4,NO,2.0526315789473686
DX1,4,PL,1.5
DX1,4,PT,4.3
DX1,4,RO,2.75
DX1,4,RS,2.2222222222222223
DX1,4,SE,2.3010752688172045
DX1,4,SI,1.8627450980392155
DX1,4,SK,2.973684210526316
DX1,4,TR,1.3571428571428572
DX1,4,UK,2.1016949152542375
DX1,4,US,3.0972222222222223
DX3,4,AL,4.8
DX3,4,AT,7.861
DX3,4,BE,7.211
DX3,4,BG,6.77
DX3,4,CH,6.659
DX3,4,CY,7.083
DX3,4,CZ,7.137
DX3,4,DE,6.731
DX3,4,DK,6.071
DX3,4,EE,5.519
DX3,4,EL,7.9
DX3,4,ES,8.134
DX3,4,FI,6.086
DX3,4,FR,6.613
DX3,4,HR,6.555
DX3,4,HU,4.898
DX3,4,IE,8.934
DX3,4,IS,6.042
DX3,4,IT,6.689
DX3,4,LT,7.703
DX3,4,LU,6.514
DX3,4,LV,5.377
DX3,4,MD,7.857
DX3,4,ME,6.667
DX3,4,MK,5.156
DX3,4,MT,7.438
DX3,4,NL,7.0
DX3,4,NO,6.587
DX3,4,PL,6.806
DX3,4,PT,6.051
DX3,4,RO,7.456
DX3,4,RS,7.594
DX3,4,SE,5.212
DX3,4,SI,5.578
DX3,4,SK,7.376
DX3,4,TR,5.57
DX3,4,UK,5.933
DX3,4,US,7.346
DX4,4,AL,5.696
DX4,4,AT,6.699
DX4,4,BE,6.723
DX4,4,BG,6.9
DX4,4,CH,7.317
DX4,4,CY,6.884
DX4,4,CZ,6.525
DX4,4,DE,6.619
DX4,4,DK,6.629
DX4,4,EE,6.785
DX4,4,EL,7.5
DX4,4,ES,7.449
DX4,4,FI,6.679
DX4,4,FR,6.31
DX4,4,HR,6.114
DX4,4,HU,6.386
DX4,4,IE,6.031
DX4,4,IS,6.811
DX4,4,IT,5.701
DX4,4,LT,7.786
DX4,4,LU,6.123
DX4,4,LV,6.075
DX4,4,MD,5.333
DX4,4,ME,6.385
DX4,4,MK,6.475
DX4,4,MT,5.644
DX4,4,NL,5.653
DX4,4,NO,6.692
DX4,4,PL,6.479
DX4,4,PT,6.08
DX4,4,RO,7.42
DX4,4,RS,6.481
DX4,4,SE,8.34
DX4,4,SI,6.507
DX4,4,SK,6.918
DX4,4,TR,6.915
DX4,4,UK,7.216
DX4,4,US,6.158
DX5,4,AL,0.5142857142857142
DX5,4,AT,0.8219780219780219
DX5,4,BE,0.5303867403314917
DX5,4,BG,0.9642105263157896
DX5,4,CH,0.9054054054054054
DX5,4,CY,0.2177419354838709
DX5,4,CZ,0.8639705882352942
DX5,4,DE,0.8686514886164624
DX5,4,DK,0.8506787330316742
DX5,4,EE,0.4305835010060362
DX5,4,EL,0.8162544169611308
DX5,4,ES,1.0565371024734982
DX5,4,FI,0.854122621564482
DX5,4,FR,0.7867647058823529
DX5,4,HR,0.8803245436105477
DX5,4,HU,0.3461538461538461
DX5,4,IE,0.5672268907563025
DX5,4,IS,0.91869918699187
DX5,4,IT,0.9724770642201837
DX5,4,LT,0.639344262295082
DX5,4,LU,0.656
DX5,4,LV,0.9083665338645418
DX5,4,MD,1.870967741935484
DX5,4,ME,0.9574468085106383
DX5,4,MK,0.6144578313253012
DX5,4,MT,0.3293172690763052
DX5,4,NL,0.6254545454545455
DX5,4,NO,1.1702127659574468
DX5,4,PL,0.6835443037974683
DX5,4,PT,0.7426470588235294
DX5,4,RO,1.1126050420168068
DX5,4,RS,0.9168443496801706
DX5,4,SE,1.0502793296089383
DX5,4,SI,0.7581699346405228
DX5,4,SK,1.189409368635438
DX5,4,TR,0.3083700440528634
DX5,4,UK,0.5839080459770115
DX5,4,US,1.0694736842105264
Q10,4,AL,0.0935714285714285
Q10,4,AT,1.3314285714285714
Q10,4,BE,1.1421428571428571
Q10,4,BG,0.7028571428571428
Q10,4,CH,1.4764285714285712
Q10,4,CY,0.2342857142857143
Q10,4,CZ,0.7014285714285714
Q10,4,DE,1.4592857142857143
Q10,4,DK,1.695
Q10,4,EE,0.7492857142857142
Q10,4,EL,1.4414285714285715
Q10,4,ES,1.272142857142857
Q10,4,FI,1.1885714285714286
Q10,4,FR,1.247142857142857
Q10,4,HR,0.7671428571428571
Q10,4,HU,0.475
Q10,4,IE,0.9942857142857144
Q10,4,IS,0.5892857142857143
Q10,4,IT,0.935
Q10,4,LT,0.8521428571428571
Q10,4,LU,0.6428571428571429
Q10,4,LV,0.9292857142857144
Q10,4,MD,0.2457142857142857
Q10,4,ME,0.1235714285714285
Q10,4,MK,0.6857142857142858
Q10,4,MT,0.4064285714285714
Q10,4,NL,1.6935714285714287
Q10,4,NO,1.382142857142857
Q10,4,PL,0.9957142857142858
Q10,4,PT,0.9392857142857144
Q10,4,RO,0.4685714285714286
Q10,4,RS,0.6649999999999999
Q10,4,SE,1.3971428571428572
Q10,4,SI,1.14
Q10,4,SK,1.2021428571428572
Q10,4,TR,0.2114285714285714
Q10,4,UK,1.1207142857142858
Q10,4,US,1.0535714285714286
Q13,4,AL,0.96
Q13,4,AT,1.977777777777778
Q13,4,BE,1.592964824120603
Q13,4,BG,1.3097345132743363
Q13,4,CH,1.4951923076923077
Q13,4,CY,1.1666666666666667
Q13,4,CZ,1.5801526717557253
Q13,4,DE,1.4903846153846154
Q13,4,DK,1.2959183673469388
Q13,4,EE,1.2592592592592593
Q13,4,EL,1.4242424242424243
Q13,4,ES,1.6169154228855722
Q13,4,FI,1.2272727272727273
Q13,4,FR,1.1382488479262671
Q13,4,HR,1.2100840336134453
Q13,4,HU,1.0918367346938775
Q13,4,IE,1.5655737704918034
Q13,4,IS,1.0833333333333333
Q13,4,IT,1.596026490066225
Q13,4,LT,1.6689189189189189
Q13,4,LU,1.18348623853211
Q13,4,LV,1.1027397260273972
Q13,4,MD,1.6071428571428572
Q13,4,ME,1.2222222222222223
Q13,4,MK,0.9875
Q13,4,MT,1.45
Q13,4,NL,1.5583333333333331
Q13,4,NO,1.373015873015873
Q13,4,PL,1.3541666666666667
Q13,4,PT,1.2608695652173914
Q13,4,RO,1.4035087719298245
Q13,4,RS,1.4150943396226414
Q13,4,SE,1.1538461538461535
Q13,4,SI,1.6589595375722543
Q13,4,SK,1.7569060773480665
Q13,4,TR,0.9240506329113924
Q13,4,UK,1.2866666666666666
Q13,4,US,1.5246913580246917
Q9,4,AL,2.5545
Q9,4,AT,8.2455
Q9,4,BE,10.9595
Q9,4,BG,11.0725
Q9,4,CH,7.653999999999999
Q9,4,CY,6.3420000000000005
Q9,4,CZ,12.8565
Q9,4,DE,11.6895
Q9,4,DK,8.109
Q9,4,EE,12.187
Q9,4,EL,10.6265
Q9,4,ES,11.168
Q9,4,FI,9.411
Q9,4,FR,10.1675
Q9,4,HR,11.3105
Q9,4,HU,11.959
Q9,4,IE,9.258
Q9,4,IS,4.6875
Q9,4,IT,11.823
Q9,4,LT,10.747000000000002
Q9,4,LU,4.6465000000000005
Q9,4,LV,11.297
Q9,4,MD,1.705
Q9,4,ME,2.135
Q9,4,MK,10.9275
Q9,4,MT,5.211499999999999
Q9,4,NL,9.256
Q9,4,NO,7.026000000000001
Q9,4,PL,12.279
Q9,4,PT,10.7705
Q9,4,RO,14.3005
Q9,4,RS,10.7955
Q9,4,SE,10.714
Q9,4,SI,9.423
Q9,4,SK,9.5435
Q9,4,TR,11.8725
Q9,4,UK,8.942499999999999
Q9,4,US,9.4055
