file_code,group_id,country_code,score
Q14,3,AL,1.7776666666666667
Q14,3,AT,6.808333333333334
Q14,3,BE,9.602666666666666
Q14,3,BG,9.455333333333334
Q14,3,CH,6.963333333333334
Q14,3,CY,5.119666666666666
Q14,3,CZ,11.061
Q14,3,DE,10.757
Q14,3,DK,7.867999999999999
Q14,3,EE,10.134666666666666
Q14,3,EL,11.572333333333331
Q14,3,ES,10.399666666666668
Q14,3,FI,8.039666666666667
Q14,3,FR,8.984
Q14,3,HR,10.260666666666667
Q14,3,HU,9.358
Q14,3,IE,7.172666666666667
Q14,3,IS,4.538333333333333
Q14,3,IT,9.689
Q14,3,LT,9.251666666666663
Q14,3,LU,4.061333333333334
Q14,3,LV,10.134666666666666
Q14,3,MD,1.3393333333333333
Q14,3,ME,1.7726666666666666
Q14,3,MK,9.103666666666667
Q14,3,MT,4.206333333333333
Q14,3,NL,8.565333333333333
Q14,3,NO,8.348333333333334
Q14,3,PL,11.425
Q14,3,PT,8.29
Q14,3,RO,11.609
Q14,3,RS,8.402
Q14,3,SE,7.615333333333333
Q14,3,SI,8.816333333333334
Q14,3,SK,10.201
Q14,3,TR,9.677333333333332
Q14,3,UK,7.892666666666666
Q14,3,US,8.595333333333334
Q15,3,AL,0.7777777777777778
Q15,3,AT,1.1827956989247312
Q15,3,BE,1.5519125683060109
Q15,3,BG,0.9775280898876404
Q15,3,CH,1.6956521739130437
Q15,3,CY,2.0
Q15,3,CZ,1.7692307692307692
Q15,3,DE,1.2982456140350878
Q15,3,DK,1.086092715231788
Q15,3,EE,1.21978021978022
Q15,3,EL,0.918032786885246
Q15,3,ES,1.6375
Q15,3,FI,1.4382022471910112
Q15,3,FR,1.148148148148148
Q15,3,HR,0.8840579710144928
Q15,3,HU,1.3125
Q15,3,IE,1.9065420560747663
Q15,3,IS,1.0526315789473684
Q15,3,IT,1.103448275862069
Q15,3,LT,1.5421686746987953
Q15,3,LU,1.6825396825396826
Q15,3,LV,1.1645569620253164
Q15,3,MD,3.3076923076923075
Q15,3,ME,1.0
Q15,3,MK,1.181818181818182
Q15,3,MT,1.150943396226415
Q15,3,NL,1.7183098591549295
Q15,3,NO,1.379518072289157
Q15,3,PL,1.7058823529411764
Q15,3,PT,1.2657342657342658
Q15,3,RO,1.7340425531914894
Q15,3,RS,1.1571428571428573
Q15,3,SE,1.3944636678200693
Q15,3,SI,1.0520833333333333
Q15,3,SK,1.5507246376811594
Q15,3,TR,1.2769230769230768
Q15,3,UK,2.025
Q15,3,US,2.108910891089109
