file_code,group_id,country_code,score,group_weight,weighted_score,scaled_score
Q14,3,BE,9.602666666666666,0.3,2.8808,8.316354535884791
Q14,3,CY,5.119666666666666,0.3,1.5358999999999998,4.554376159595471
Q14,3,CZ,11.061,0.3,3.3183,9.540137374479912
Q14,3,EE,10.134666666666666,0.3,3.0403999999999995,8.76279051540429
Q14,3,EL,11.572333333333331,0.3,3.4716999999999993,9.96923060291532
Q14,3,HR,10.260666666666667,0.3,3.0782000000000003,8.86852535265891
Q14,3,HU,9.358,0.3,2.8074,8.111038740792491
Q14,3,IS,4.538333333333333,0.3,1.3615,4.066541354907495
Q14,3,LT,9.251666666666663,0.3,2.7754999999999987,8.021807489246923
Q14,3,MD,1.3393333333333333,0.3,0.4018,1.3820513201652385
Q14,3,MK,9.103666666666667,0.3,2.7311,7.8976110137415025
Q14,3,NO,8.348333333333334,0.3,2.5045,7.26376143379715
Q14,3,RO,11.609,0.3,3.4827,9.999999999999998
Q14,3,SI,8.816333333333334,0.3,2.6449000000000003,7.656490829314304
Q14,3,UK,7.892666666666666,0.3,2.3678,6.8813817445721135
Q15,3,BE,1.5519125683060109,0.3,0.46557377049180326,1.5604404536060907
Q15,3,CY,2.0,0.3,0.6,1.936459911272788
Q15,3,CZ,1.7692307692307692,0.3,0.5307692307692308,1.7428063631874062
Q15,3,EE,1.21978021978022,0.3,0.365934065934066,1.2817264867936404
Q15,3,EL,0.918032786885246,0.3,0.2754098360655738,1.0285104891019818
Q15,3,HR,0.8840579710144928,0.3,0.26521739130434785,1.0
Q15,3,HU,1.3125,0.3,0.39375,1.3595337159350884
Q15,3,IS,1.0526315789473684,0.3,0.3157894736842105,1.1414611349222734
Q15,3,LT,1.5421686746987953,0.3,0.46265060240963857,1.5522637154728742
Q15,3,MD,3.3076923076923075,0.3,0.9923076923076922,3.0338300170899513
Q15,3,MK,1.181818181818182,0.3,0.3545454545454546,1.249870058970071
Q15,3,NO,1.379518072289157,0.3,0.41385542168674705,1.4157729617018524
Q15,3,RO,1.7340425531914894,0.3,0.5202127659574468,1.7132776306779331
Q15,3,SI,1.0520833333333333,0.3,0.315625,1.1410010661859595
Q15,3,UK,2.025,0.3,0.6074999999999999,1.9574390456487043
