group,count,mean,std,min,25%,50%,75%,max,shapiro_stat,shapiro_p,dagostino_stat,dagostino_p,is_normal
total,315.0,2.2793956359569716,1.6815709580738152,1.0,1.3031293528615124,1.717320126378699,2.2265440965239875,9.999999999999998,0.6509334941186411,6.54103892612247e-25,159.42307822267466,2.4083434438362346e-35,False
