group,count,mean,std,min,25%,50%,75%,max,shapiro_stat,shapiro_p,dagostino_stat,dagostino_p,is_normal
group1,184.0,4.70712855521771,2.149427336982455,1.0,3.0136576505991917,4.2366523659157185,6.488724582205304,10.0,0.9463505199800174,2.1188727503318097e-06,39.24094707329119,3.012566280199807e-09,False
group2,92.0,3.930644275145263,2.7582821818350913,1.0,1.6304819800260528,2.334199312613613,5.992285302148266,9.999999999999998,0.8640221010884929,1.0688064716931128e-07,15.24377988424467,0.0004896156109704895,False
group3,46.0,4.243551814370003,3.1936168845831587,1.0,1.4264289131989298,1.8996655702690113,7.421017479780849,10.0,0.7971488574228734,1.6785384291801866e-06,47.85845272569334,4.051996246639791e-11,False
group4,161.0,3.892102930966263,2.4759908631542906,1.0,1.7831052040177693,2.8176100260264016,5.849140659804451,10.0,0.8689190775528577,1.162564307688715e-10,19.04997618700792,7.300460084674911e-05,False
