file_code,group_id,country_code,score,group_weight,weighted_score,scaled_score
DX1,4,AL,0.75,0.1,0.07500000000000001,1.4158433762198526
DX1,4,AT,3.271604938271605,0.1,0.3271604938271605,3.0132642635244484
DX1,4,BE,3.3205128205128207,0.1,0.3320512820512821,3.0442470996778
DX1,4,BG,2.888888888888889,0.1,0.2888888888888889,2.7708160505186106
DX1,4,CH,2.8472222222222223,0.1,0.28472222222222227,2.744420478941362
DX1,4,CY,1.7272727272727273,0.1,0.17272727272727273,2.034939509577136
DX1,4,CZ,3.255813953488372,0.1,0.32558139534883723,3.0032607738655432
DX1,4,DE,1.9824561403508771,0.1,0.19824561403508772,2.196596598662677
DX1,4,DK,2.640625,0.1,0.26406250000000003,2.6135424365375046
DX1,4,EE,2.8181818181818183,0.1,0.28181818181818186,2.726023565417825
DX1,4,EL,2.4545454545454546,0.1,0.24545454545454548,2.4956622134709288
DX1,4,ES,2.9625,0.1,0.29625,2.8174482269717496
DX1,4,FI,2.5652173913043477,0.1,0.2565217391304348,2.565772190150419
DX1,4,FR,1.9830508474576272,0.1,0.19830508474576272,2.196973341878767
DX1,4,HR,1.318181818181818,0.1,0.1318181818181818,1.7757829886368777
DX1,4,HU,0.925925925925926,0.1,0.09259259259259262,1.5272913451015686
DX1,4,IE,4.861111111111111,0.1,0.4861111111111111,4.020206438508374
DX1,4,IS,1.08,0.1,0.10800000000000001,1.624896303111661
DX1,4,IT,2.72972972972973,0.1,0.272972972972973,2.669989723052364
DX1,4,LT,4.15,0.1,0.41500000000000004,3.5697220169233326
DX1,4,LU,2.363636363636364,0.1,0.23636363636363644,2.438071875484205
DX1,4,LV,1.2083333333333333,0.1,0.12083333333333333,1.7061946635695864
DX1,4,MD,2.0,0.1,0.2,2.2077105235373082
DX1,4,ME,3.7142857142857144,0.1,0.37142857142857144,3.293699754144105
DX1,4,MK,1.25,0.1,0.125,1.732590235146835
DX1,4,MT,1.6428571428571428,0.1,0.16428571428571428,1.9814627671608924
DX1,4,NL,3.84,0.1,0.384,3.373338964388603
DX1,4,NO,2.0526315789473686,0.1,0.20526315789473687,2.2410522981612013
DX1,4,PL,1.5,0.1,0.15000000000000002,1.890963664610326
DX1,4,PT,4.3,0.1,0.43,3.664746074601427
DX1,4,RO,2.75,0.1,0.275,2.682830811927782
DX1,4,RS,2.2222222222222223,0.1,0.22222222222222224,2.348486905282634
DX1,4,SE,2.3010752688172045,0.1,0.23010752688172045,2.3984398149342008
DX1,4,SI,1.8627450980392155,0.1,0.18627450980392157,2.12076040540049
DX1,4,SK,2.973684210526316,0.1,0.2973684210526316,2.8245333540793265
DX1,4,TR,1.3571428571428572,0.1,0.13571428571428573,1.80046456205976
DX1,4,UK,2.1016949152542375,0.1,0.21016949152542375,2.272133613488559
DX1,4,US,3.0972222222222223,0.1,0.30972222222222223,2.9027939084048526
DX3,4,AL,4.8,0.1,0.48,3.981492933528409
DX3,4,AT,7.861,0.1,0.7861,5.920617203879395
DX3,4,BE,7.211,0.1,0.7211000000000001,5.508846287274318
DX3,4,BG,6.77,0.1,0.677,5.22947555770072
DX3,4,CH,6.659,0.1,0.6659,5.15915775501893
