file_code,group_id,country_code,score,group_weight,weighted_score,scaled_score
Q1,1,AL,2.5619047619047617,0.1,0.2561904761904762,1.4571088427875394
Q1,1,AT,5.039560439560439,0.1,0.503956043956044,1.9159440836946955
Q1,1,BG,4.36,0.1,0.43600000000000005,1.7900967834387884
Q1,1,CH,5.308558558558558,0.1,0.5308558558558558,1.965759648402564
Q1,1,DE,4.859894921190893,0.1,0.4859894921190893,1.8826719578915652
Q1,1,DK,5.1877828054298645,0.1,0.5187782805429865,1.9433932751077154
Q1,1,ES,6.478798586572438,0.1,0.6478798586572438,2.182475542388688
Q1,1,FI,4.976744186046512,0.1,0.49767441860465117,1.9043111876979364
Q1,1,FR,5.28125,0.1,0.5281250000000001,1.9607023964373114
Q1,1,IE,3.640756302521008,0.1,0.3640756302521008,1.656900569703399
Q1,1,IT,4.9321100917431195,0.1,0.493211009174312,1.896045432453145
Q1,1,LU,5.06,0.1,0.506,1.9197292709274896
Q1,1,LV,3.8446215139442232,0.1,0.38446215139442236,1.6946542189451153
Q1,1,ME,3.3617021276595747,0.1,0.3361702127659575,1.605222731372835
Q1,1,MT,4.309236947791165,0.1,0.4309236947791165,1.7806960109668597
Q1,1,NL,5.016363636363637,0.1,0.5016363636363637,1.9116482846944276
Q1,1,PL,4.2875226039783,0.1,0.42875226039783004,1.7766747475345075
Q1,1,PT,3.5330882352941178,0.1,0.3533088235294118,1.6369615991637954
Q1,1,RS,3.3646055437100215,0.1,0.3364605543710022,1.6057604128654552
Q1,1,SE,5.575418994413408,0.1,0.5575418994413408,2.0151793371342537
Q1,1,SK,5.712830957230143,0.1,0.5712830957230143,2.0406265579208798
Q1,1,TR,4.933920704845815,0.1,0.49339207048458156,1.8963807385679767
Q1,1,US,5.814736842105263,0.1,0.5814736842105263,2.059498434129593
Q2,1,AL,2.4571428571428573,0.1,0.24571428571428575,1.4377080623470535
Q2,1,AT,4.189010989010989,0.1,0.41890109890109894,1.7584314536848764
Q2,1,BG,4.6547368421052635,0.1,0.4654736842105264,1.844678883434031
Q2,1,CH,3.6283783783783785,0.1,0.36283783783783785,1.6546083109940337
Q2,1,DE,4.619964973730298,0.1,0.4619964973730298,1.8382395065882076
Q2,1,DK,4.46606334841629,0.1,0.446606334841629,1.8097385772767662
Q2,1,ES,7.187279151943463,0.1,0.7187279151943464,2.313678539569327
Q2,1,FI,3.4862579281183934,0.1,0.34862579281183936,1.6282891288651538
Q2,1,FR,5.023897058823529,0.1,0.5023897058823529,1.913043393684112
Q2,1,IE,2.657563025210084,0.1,0.2657563025210084,1.474823726531994
Q2,1,IT,4.2128440366972475,0.1,0.42128440366972475,1.7628450783363143
Q2,1,LU,3.32,0.1,0.332,1.5974999448841465
Q2,1,LV,3.832669322709163,0.1,0.38326693227091635,1.6924408014011987
Q2,1,ME,3.627659574468085,0.1,0.3627659574468085,1.6544751962241653
Q2,1,MT,2.6506024096385543,0.1,0.26506024096385544,1.4735346952305797
Q2,1,NL,4.030909090909091,0.1,0.40309090909090917,1.7291526789311134
Q2,1,PL,4.160940325497288,0.1,0.4160940325497288,1.753233068060963
Q2,1,PT,2.5238970588235294,0.1,0.25238970588235293,1.4500702240816077
Q2,1,RS,3.0874200426439233,0.1,0.30874200426439236,1.5544286328668833
Q2,1,SE,5.154562383612663,0.1,0.5154562383612663,1.9372412095140186
Q2,1,SK,6.05091649694501,0.1,0.6050916496945011,2.1032363714883067
Q2,1,TR,5.224669603524229,0.1,0.5224669603524229,1.9502243142398097
Q2,1,US,6.328421052631579,0.1,0.6328421052631579,2.1546272369784445
Q3,1,AL,0.6021428571428571,0.1,0.06021428571428571,1.0941819705019953
Q3,1,AT,5.652678571428572,0.1,0.5652678571428572,2.0294869816353978
Q3,1,BG,5.5975,0.1,0.5597500000000001,2.0192685023920283
Q3,1,CH,4.969107142857142,0.1,0.49691071428571426,1.902896889261227
Q3,1,DE,7.228214285714285,0.1,0.7228214285714285,2.3212592870213187
Q3,1,DK,4.576428571428572,0.1,0.45764285714285724,1.8301770321215196
Q3,1,ES,7.6276785714285715,0.1,0.7627678571428572,2.3952357856213764
Q3,1,FI,5.265178571428572,0.1,0.5265178571428571,1.9577261403470094
Q3,1,FR,7.0373214285714285,0.1,0.7037321428571429,2.285907978570956
