group,count,mean,std,min,25%,50%,75%,max,shapiro_stat,shapiro_p,dagostino_stat,dagostino_p,is_normal
group1,120.0,4.481652718265766,2.1673063608209984,1.0,2.509156371079757,3.872634980915535,6.308156498819345,10.0,0.9409566447832813,4.9688537418876256e-05,15.085446799024332,0.0005299523826493447,False
group2,60.0,3.807205502137654,2.5915206883282016,1.0,1.6988356963009275,2.5021545532892846,6.2261731753890865,9.999999999999998,0.8529026830447934,3.7140482887284244e-06,10.790992581027144,0.004536968185699974,False
group3,30.0,4.480216383934751,3.4370648514149034,1.0,1.390481730549392,2.495634531369328,7.990758370370568,9.999999999999998,0.8064193133459778,8.601873387274155e-05,25.332852216839655,3.1553027479788957e-06,False
group4,105.0,3.423143254933397,2.29269039578458,1.0,1.5586159441815532,2.1390043418456113,5.15737615546808,10.0,0.8557134073008408,1.061395245298695e-08,11.426368550705455,0.0033021408601545186,False
