group,count,mean,std,min,25%,50%,75%,max,shapiro_stat,shapiro_p,dagostino_stat,dagostino_p,is_normal
total,483.0,2.2921657541689013,1.718067410090439,1.0,1.3033802933498952,1.7039350398748696,2.2184395599550255,10.0,0.6460190441057534,2.1608575502108416e-30,250.4739231336028,4.07641753629761e-55,False
